#filename,file_size,file_attributes,region_count,region_id,region_shape_attributes,region_attributes
ia00123500_02013339_a1r.jpg,1614459,"{}",0,0,"{}","{}"
ia00123500_02013339_a3r.jpg,874159,"{}",4,2,"{""name"":""rect"",""x"":356,""y"":472,""width"":828,""height"":404}","{""artistic_style"":""French"",""creator_of_the_image_and_description_(owners_institution"":""Napoli, Bibilioteca Nazionale Vittorio Emanuele III"",""creator_of_the_image_and_description_(scholar)"":""Matilde Malaspina"",""date_that_the_image_was_made"":""12/09/2015"",""folio"":""a3r"",""iconclass"":""85(DOG ON BRIDGE) OR DE CANE GERENTE CARNEM IN ORE fable of the Dog on the Bridge; 25H213(+1) river (+ landscape with figures, staffage); 25H213 river; 46C11212(+7531) cantilever bridge (+ standing animal)"",""internal_number_of_object"":""c"",""keywords"":""Dog; River; Bridge"",""name"":""ia00123500_02013339_a3r (1) center"",""state_of_conservation"":""Good"",""type_of_cut"":""Center""}"
ia00123500_02013339_a3r.jpg,874159,"{}",4,3,"{""name"":""rect"",""x"":352,""y"":1320,""width"":828,""height"":404}","{""artistic_style"":""French"",""creator_of_the_image_and_description_(owners_institution"":""Napoli, Bibilioteca Nazionale Vittorio Emanuele III"",""creator_of_the_image_and_description_(scholar)"":""Matilde Malaspina"",""date_that_the_image_was_made"":""12/09/2015"",""folio"":""a3r"",""iconclass"":""85A(DE LEONE CAPRA OVE ET IUVENCA) fables of Aesop (with TITLE); 47I2112 cow; 47I213 sheep; 47I213(+958) sheep (+ relations with neutral or friendly, non-aggressive character (expressive connotations ~ animals)); 25F21(+58) groups of mammals (+ relations with neutral or friendly, non-aggressive character (expressive connotations ~ animals)); 25FF24(DEER)(+44) hoofed animals: deer - FF - fabulous animals (sometimes wrongly called 'grotesques'); 'Mostri' (Ripa) (+ relationship between animals); 25F23(LION) beasts of prey, predatory animals: lion; 47I214(+958); goat (+ relations with neutral or friendly, non-aggressive character (expressive connotations ~ animals)); 47I214 goat; 25F23(LION)(+58) beasts of prey, predatory animals: lion (+ relations with neutral or friendly, non-aggressive character (expressive connotations ~ animals)); 25II5 landscape with tower or castle - II - ideal landscapes"",""internal_number_of_object"":""c"",""keywords"":""Lion; Goat; Sheep; Deer; Cow; Tower"",""name"":""ia00123500_02013339_a3r (2) center"",""state_of_conservation"":""Good"",""type_of_cut"":""Center""}"
ia00123500_02013339_a3v.jpg,814329,"{}",2,0,"{""name"":""rect"",""x"":268,""y"":784,""width"":828,""height"":404}","{""artistic_style"":""French"",""creator_of_the_image_and_description_(owners_institution"":""Napoli, Bibilioteca Nazionale Vittorio Emanuele III"",""creator_of_the_image_and_description_(scholar)"":""Matilde Malaspina"",""date_that_the_image_was_made"":""12/09/2015"",""folio"":""a3v"",""iconclass"":""45K142 towers ~ fortified city; 11QQ7121(...) parts of church exterior and annexes (with NAME) - QQ - small church, chapel; 85A(DE FEMINA NUBENTE FURI) fables of Aesop (with TITLE); 42D1712 wedding ring; 42D213 meeting of bride and groom; groom calling for bride;"",""internal_number_of_object"":""c"",""keywords"":""Bricks; Gown; Dress; Woman; Man; Bride; Groom; Tower; Church;"",""name"":""ia00123500_02013339_a3v center"",""state_of_conservation"":""Good"",""type_of_cut"":""Center""}"
ia00123500_02013339_a3v.jpg,814329,"{}",2,1,"{""name"":""rect"",""x"":208,""y"":716,""width"":932,""height"":532}","{""artistic_style"":""French"",""creator_of_the_image_and_description_(owners_institution"":""Napoli, Bibilioteca Nazionale Vittorio Emanuele III"",""creator_of_the_image_and_description_(scholar)"":""Matilde Malaspina"",""date_that_the_image_was_made"":""12/09/2015"",""folio"":""a3v"",""iconclass"":""48C5156(+3551) frame of painting, etc. (+ woodcutting, wood-engraving ~ graphic arts);"",""internal_number_of_object"":""b"",""keywords"":""Border; Frame; Dots; Geometry;"",""name"":""ia00123500_02013339_a3v border"",""state_of_conservation"":""Good"",""type_of_cut"":""Border""}"
ia00123500_02013339_a4r.jpg,892023,"{}",4,0,"{""name"":""rect"",""x"":304,""y"":320,""width"":932,""height"":532}","{""artistic_style"":""French"",""creator_of_the_image_and_description_(owners_institution"":""Napoli, Bibilioteca Nazionale Vittorio Emanuele III"",""creator_of_the_image_and_description_(scholar)"":""Matilde Malaspina"",""date_that_the_image_was_made"":""12/09/2015"",""folio"":""a4r"",""iconclass"":""48C5156(+3551) frame of painting, etc. (+ woodcutting, wood-engraving ~ graphic arts);"",""internal_number_of_object"":""b"",""keywords"":""Border; Frame; Dots; Geometry;"",""name"":""ia00123500_02013339_a4r (1) border"",""state_of_conservation"":""Good"",""type_of_cut"":""Border""}"
ia00123500_02013339_a4r.jpg,892023,"{}",4,1,"{""name"":""rect"",""x"":364,""y"":380,""width"":828,""height"":404}","{""artistic_style"":""French"",""creator_of_the_image_and_description_(owners_institution"":""Napoli, Bibilioteca Nazionale Vittorio Emanuele III"",""creator_of_the_image_and_description_(scholar)"":""Matilde Malaspina"",""date_that_the_image_was_made"":""12/09/2015"",""folio"":""a4r"",""iconclass"":""85A(DE LUPO ET GRUE)FABLESOFAESOP(WITH TITLE); 25F23(WOLF)(+44) beasts of prey, predatory animals: wolf (+ relationship between animals); 25F37(CRANE)(+44) shore-birds and wading-birds: crane (+ relationship between animals); 25II5 landscape with tower or castle - II - ideal landscapes; 25HH213 river - HH - ideal landscapes;"",""internal_number_of_object"":""c"",""keywords"":""Wolf; Crane; River; Castle; Towers;"",""name"":""ia00123500_02013339_a4r (1) center"",""state_of_conservation"":""Good"",""type_of_cut"":""Center""}"
ia00123500_02013339_a4r.jpg,892023,"{}",4,2,"{""name"":""rect"",""x"":356,""y"":1144,""width"":828,""height"":404}","{""artistic_style"":""French"",""creator_of_the_image_and_description_(owners_institution"":""Napoli, Bibilioteca Nazionale Vittorio Emanuele III"",""creator_of_the_image_and_description_(scholar)"":""Matilde Malaspina"",""date_that_the_image_was_made"":""12/09/2015"",""folio"":""a4r"",""iconclass"":""85A(DE CANE ET ALIO CANE)FABLESOFAESOP(WITH TITLE); 34B22 domestic mammals kept outside the house; 41A3221 closed door; 41A3311 open window; 25G3 trees; 34B(+9442) domestic animals, kept in and outside the house (+ animals playing together)"",""internal_number_of_object"":""c"",""keywords"":""Dog; Door; Dogs; Tree; Window; Bricks; House"",""name"":""ia00123500_02013339_a4r (2) center"",""state_of_conservation"":""Good"",""type_of_cut"":""Center""}"
ia00123500_02013339_a4r.jpg,892023,"{}",4,3,"{""name"":""rect"",""x"":300,""y"":1084,""width"":932,""height"":532}","{""artistic_style"":""French"",""creator_of_the_image_and_description_(owners_institution"":""Napoli, Bibilioteca Nazionale Vittorio Emanuele III"",""creator_of_the_image_and_description_(scholar)"":""Matilde Malaspina"",""date_that_the_image_was_made"":""12/09/2015"",""folio"":""a4r"",""iconclass"":""48C5156(+3551) frame of painting, etc. (+ woodcutting, wood-engraving ~ graphic arts);"",""internal_number_of_object"":""b"",""keywords"":""Border; Frame; Dots; Geometry;"",""name"":""ia00123500_02013339_a4r (2) border"",""state_of_conservation"":""Good"",""type_of_cut"":""Border""}"
ia00123500_02013339_a4v.jpg,902748,"{}",2,0,"{""name"":""rect"",""x"":292,""y"":616,""width"":932,""height"":532}","{""artistic_style"":""French"",""creator_of_the_image_and_description_(owners_institution"":""Napoli, Bibilioteca Nazionale Vittorio Emanuele III"",""creator_of_the_image_and_description_(scholar)"":""Matilde Malaspina"",""date_that_the_image_was_made"":""12/09/2015"",""folio"":""a4v"",""iconclass"":""48C5156(+3551) frame of painting, etc. (+ woodcutting, wood-engraving ~ graphic arts);"",""internal_number_of_object"":""b"",""keywords"":""Border; Frame; Dots; Geometry;"",""name"":""ia00123500_02013339_a4v border"",""state_of_conservation"":""Good"",""type_of_cut"":""Border""}"
ia00123500_02013339_a4v.jpg,902748,"{}",2,1,"{""name"":""rect"",""x"":348,""y"":696,""width"":828,""height"":404}","{""artistic_style"":""French"",""creator_of_the_image_and_description_(owners_institution"":""Napoli, Bibilioteca Nazionale Vittorio Emanuele III"",""creator_of_the_image_and_description_(scholar)"":""Matilde Malaspina"",""date_that_the_image_was_made"":""12/09/2015"",""folio"":""a4v"",""iconclass"":""85A(DE VIRO ET COLUBRO)FABLESOFAESOP(WITH TITLE); 34C2 giving shelter to wild animals; 34F man and (wild) animal; 25F42 snakes; 25FF42(+8) fabulous animals ~ snakes (aspic, dragon, hydrus, hydra, amphisbaena, horned snake, cerastes) (+ man and animal); 25FF422 dragon (large fabulous serpent, sometimes with wings and legs); 25FF422(+512) dragon (large fabulous serpent, sometimes with wings and legs) (+ animal(s) attacking); 41A18 hut, cabin, lodge; 41B2135 pot suspended by chain; 41B213 accessories ~ fire-place."",""internal_number_of_object"":""c"",""keywords"":""Snake; Dragon; Man; Pot; Fireplace; Chain;"",""name"":""ia00123500_02013339_a4v center"",""state_of_conservation"":""Good"",""type_of_cut"":""Center""}"
ia00123500_02013339_a5r.jpg,981011,"{}",4,0,"{""name"":""rect"",""x"":296,""y"":376,""width"":932,""height"":532}","{""artistic_style"":""French"",""creator_of_the_image_and_description_(owners_institution"":""Napoli, Bibilioteca Nazionale Vittorio Emanuele III"",""creator_of_the_image_and_description_(scholar)"":""Matilde Malaspina"",""date_that_the_image_was_made"":""12/09/2015"",""folio"":""a5r"",""iconclass"":""48C5156(+3551) frame of painting, etc. (+ woodcutting, wood-engraving ~ graphic arts);"",""internal_number_of_object"":""b"",""keywords"":""Border; Frame; Dots; Geometry;"",""name"":""ia00123500_02013339_a5r (1) border"",""state_of_conservation"":""Good"",""type_of_cut"":""Border""}"
ia00123500_02013339_a5r.jpg,981011,"{}",4,1,"{""name"":""rect"",""x"":364,""y"":420,""width"":828,""height"":404}","{""artistic_style"":""French"",""creator_of_the_image_and_description_(owners_institution"":""Napoli, Bibilioteca Nazionale Vittorio Emanuele III"",""creator_of_the_image_and_description_(scholar)"":""Matilde Malaspina"",""date_that_the_image_was_made"":""12/09/2015"",""folio"":""a5r"",""iconclass"":""85A(DE ASELLO ET APRO)FABLESOFAESOP(WITH TITLE);25F24(BOAR) hoofed animals: boar; 25G4(REED) plants and herbs: reed; 46C13142 ass, donkey;"",""internal_number_of_object"":""c"",""keywords"":""Boar; Donkey; Reed;  Trees; Countryside;"",""name"":""ia00123500_02013339_a5r (1) center"",""state_of_conservation"":""Good"",""type_of_cut"":""Center""}"
ia00123500_02013339_a5r.jpg,981011,"{}",4,2,"{""name"":""rect"",""x"":360,""y"":1340,""width"":828,""height"":404}","{""artistic_style"":""French"",""creator_of_the_image_and_description_(owners_institution"":""Napoli, Bibilioteca Nazionale Vittorio Emanuele III"",""creator_of_the_image_and_description_(scholar)"":""Matilde Malaspina"",""date_that_the_image_was_made"":""12/09/2015"",""folio"":""a5r"",""iconclass"":""85A(DE MURE RUSTICO ET URBANO)FABLESOFAESOP(WITH TITLE); 25F26(MOUSE) rodents: mouse; 41A775 wooden container: barrel, cask, bucket; 41C241 cellar; 32A22 thin (human type); 3 Human Being, Man in General; 41D221(CLOCHE HAT) head-gear: cloche hat;"",""internal_number_of_object"":""c"",""keywords"":""Mice; Barrel; Cellar; Man; Hat;"",""name"":""ia00123500_02013339_a5r (2) center"",""state_of_conservation"":""Good"",""type_of_cut"":""Center""}"
ia00123500_02013339_a5r.jpg,981011,"{}",4,3,"{""name"":""rect"",""x"":332,""y"":1300,""width"":896,""height"":488}","{""artistic_style"":""French"",""creator_of_the_image_and_description_(owners_institution"":""Napoli, Bibilioteca Nazionale Vittorio Emanuele III"",""creator_of_the_image_and_description_(scholar)"":""Matilde Malaspina"",""date_that_the_image_was_made"":""12/09/2015"",""folio"":""a5r"",""iconclass"":""48C5156(+3551) frame of painting, etc. (+ woodcutting, wood-engraving ~ graphic arts);"",""internal_number_of_object"":""b"",""keywords"":""Border; Frame; Dots; Geometry;"",""name"":""ia00123500_02013339_a5r (2) border"",""state_of_conservation"":""Good"",""type_of_cut"":""Border""}"
ia00123500_02013339_a6r.jpg,968502,"{}",4,0,"{""name"":""rect"",""x"":296,""y"":376,""width"":932,""height"":532}","{""artistic_style"":""French"",""creator_of_the_image_and_description_(owners_institution"":""Napoli, Bibilioteca Nazionale Vittorio Emanuele III"",""creator_of_the_image_and_description_(scholar)"":""Matilde Malaspina"",""date_that_the_image_was_made"":""12/09/2015"",""folio"":""a6r"",""iconclass"":""48C5156(+3551) frame of painting, etc. (+ woodcutting, wood-engraving ~ graphic arts);"",""internal_number_of_object"":""b"",""keywords"":""Border; Frame; Dots; Geometry;"",""name"":""ia00123500_02013339_a6r (1) border"",""state_of_conservation"":""Good"",""type_of_cut"":""Border""}"
ia00123500_02013339_a6r.jpg,968502,"{}",4,1,"{""name"":""rect"",""x"":316,""y"":1528,""width"":932,""height"":532}","{""artistic_style"":""French"",""creator_of_the_image_and_description_(owners_institution"":""Napoli, Bibilioteca Nazionale Vittorio Emanuele III"",""creator_of_the_image_and_description_(scholar)"":""Matilde Malaspina"",""date_that_the_image_was_made"":""12/09/2015"",""folio"":""a6r"",""iconclass"":""48C5156(+3551) frame of painting, etc. (+ woodcutting, wood-engraving ~ graphic arts);"",""internal_number_of_object"":""b"",""keywords"":""Border; Frame; Dots; Geometry;"",""name"":""ia00123500_02013339_a6r (2) border"",""state_of_conservation"":""Good"",""type_of_cut"":""Border""}"
ia00123500_02013339_a6r.jpg,968502,"{}",4,2,"{""name"":""rect"",""x"":368,""y"":440,""width"":828,""height"":436}","{""artistic_style"":""French"",""creator_of_the_image_and_description_(owners_institution"":""Napoli, Bibilioteca Nazionale Vittorio Emanuele III"",""creator_of_the_image_and_description_(scholar)"":""Matilde Malaspina"",""date_that_the_image_was_made"":""12/09/2015"",""folio"":""a6r"",""iconclass"":""85A(DE VULPE ET AQUILA) FABLESOFAESOP(WITH TITLE); 25G3 trees; 25F33(EAGLE)(+421) predatory birds: eagle (+ nest); 25F23(FOX) beasts of prey, predatory animals: fox; 41B13 stirring up a fire; 25II5 landscape with tower or castle - II - ideal landscapes;"",""internal_number_of_object"":""c"",""keywords"":""Eagle; Nest; Tree; Fox; Fire; Castle"",""name"":""ia00123500_02013339_a6r (1) center"",""state_of_conservation"":""Good"",""type_of_cut"":""Center""}"
ia00123500_02013339_a6r.jpg,968502,"{}",4,3,"{""name"":""rect"",""x"":364,""y"":1580,""width"":828,""height"":436}","{""artistic_style"":""French"",""creator_of_the_image_and_description_(owners_institution"":""Napoli, Bibilioteca Nazionale Vittorio Emanuele III"",""creator_of_the_image_and_description_(scholar)"":""Matilde Malaspina"",""date_that_the_image_was_made"":""12/09/2015"",""folio"":""a6r"",""iconclass"":""85A(DE AQUILA ET TESTUDINE)FABLESOFAESOP(WITH TITLE); 25F33(EAGLE)(+535) predatory birds: eagle (+ sitting animal); 25F44 tortoises, turtles; 25F32(CROW) song-birds: crow; 25G3 trees; 25II5 landscape with tower or castle - II - ideal landscapes; 25I6 landscape with bridge, viaduct or aqueduct; 25I1451 bridge in city across river, canal, etc.; 25H213 river; 25HH217 river bank - HH - ideal landscapes"",""internal_number_of_object"":""c"",""keywords"":""Eagle; Turtle; Crow; Tree; Castle; River; Bridge"",""name"":""ia00123500_02013339_a6r (2) center"",""state_of_conservation"":""Good"",""type_of_cut"":""Center""}"
ia00123500_02013339_a6v.jpg,834393,"{}",2,0,"{""name"":""rect"",""x"":380,""y"":1088,""width"":828,""height"":436}","{""artistic_style"":""French"",""creator_of_the_image_and_description_(owners_institution"":""Napoli, Bibilioteca Nazionale Vittorio Emanuele III"",""creator_of_the_image_and_description_(scholar)"":""Matilde Malaspina"",""date_that_the_image_was_made"":""12/09/2015"",""folio"":""a6v"",""iconclass"":""85(FOX AND RAVEN) fable of the Fox and the Raven; 25F32(RAVEN) song-birds: raven; 25F32(CROW) song-birds: crow; 25F23(FOX) beasts of prey, predatory animals: fox; 41C6412 cheese; 25G3(OAK) trees: oak; 25G3 trees"",""internal_number_of_object"":""c"",""keywords"":""Fox; Raven; Crow; Tree; Chese; Oak"",""name"":""ia00123500_02013339_a6v center"",""state_of_conservation"":""Good"",""type_of_cut"":""Center""}"
ia00123500_02013339_a6v.jpg,834393,"{}",2,1,"{""name"":""rect"",""x"":352,""y"":1048,""width"":884,""height"":520}","{""artistic_style"":""French"",""creator_of_the_image_and_description_(owners_institution"":""Napoli, Bibilioteca Nazionale Vittorio Emanuele III"",""creator_of_the_image_and_description_(scholar)"":""Matilde Malaspina"",""date_that_the_image_was_made"":""12/09/2015"",""folio"":""a6v"",""iconclass"":""48C5156(+3551) frame of painting, etc. (+ woodcutting, wood-engraving ~ graphic arts);"",""internal_number_of_object"":""b"",""keywords"":""Border; Frame; Dots; Geometry;"",""name"":""ia00123500_02013339_a6v border"",""state_of_conservation"":""Good"",""type_of_cut"":""Border""}"
ia00123500_02013339_a7r.jpg,818291,"{}",2,0,"{""name"":""rect"",""x"":316,""y"":572,""width"":932,""height"":532}","{""artistic_style"":""French"",""creator_of_the_image_and_description_(owners_institution"":""Napoli, Bibilioteca Nazionale Vittorio Emanuele III"",""creator_of_the_image_and_description_(scholar)"":""Matilde Malaspina"",""date_that_the_image_was_made"":""12/09/2015"",""folio"":""a7r"",""iconclass"":""48C5156(+3551) frame of painting, etc. (+ woodcutting, wood-engraving ~ graphic arts);"",""internal_number_of_object"":""b"",""keywords"":""Border; Frame; Dots; Geometry;"",""name"":""ia00123500_02013339_a7r border"",""state_of_conservation"":""Good"",""type_of_cut"":""Border""}"
ia00123500_02013339_a7r.jpg,818291,"{}",2,1,"{""name"":""rect"",""x"":376,""y"":636,""width"":828,""height"":436}","{""artistic_style"":""French"",""creator_of_the_image_and_description_(owners_institution"":""Napoli, Bibilioteca Nazionale Vittorio Emanuele III"",""creator_of_the_image_and_description_(scholar)"":""Matilde Malaspina"",""date_that_the_image_was_made"":""12/09/2015"",""folio"":""a7r"",""iconclass"":""85A(DE CATULLO HERO ET ASELLO)FABLESOFAESOP(WITH TITLE); 46C13142(+7513) ass, donkey (+ animal(s) in pursuit); 34B11 dog; 46A24 relation between master and servant; 46C1319 accident with horse (or kindred animal);"",""internal_number_of_object"":""c"",""keywords"":""Ass; Donkey; Man; Dog; Pet; Servant; Tree; Tower;"",""name"":""ia00123500_02013339_a7r center"",""state_of_conservation"":""Good"",""type_of_cut"":""Center""}"
